#p7	p5
1185	1017
1186	1018
1187	1019
1188	1020
1189	1021
1190	1022
1191	1023
1192	1024
1145	1361
1146	1362
1147	1363
1148	1364
1149	1365
1150	1366
1151	1367
1152	1368
1289	1121
1290	1122
1291	1123
1292	1124
1293	1125
1294	1126
1295	1127
1296	1128
1257	1089
1258	1090
1259	1091
1260	1092
1261	1093
1262	1094
1263	1095
1264	1096
1049	1265
1050	1266
1051	1267
1052	1268
1053	1269
1054	1270
1055	1271
1056	1272
1057	1273
1058	1274
1059	1275
1060	1276
1061	1277
1062	1278
1063	1279
1064	1280
1001	1217
1002	1218
1003	1219
1004	1220
1005	1221
1006	1222
1007	1223
1008	1224
1329	1161
1330	1162
1331	1163
1332	1164
1333	1165
1334	1166
1335	1167
1336	1168
1313	1145
1314	1146
1315	1147
1316	1148
1317	1149
1318	1150
1319	1151
1320	1152
1089	1305
1090	1306
1091	1307
1092	1308
1093	1309
1094	1310
1095	1311
1096	1312
1097	1313
1098	1314
1099	1315
1100	1316
1101	1317
1102	1318
1103	1319
1104	1320
1361	1193
1362	1194
1363	1195
1364	1196
1365	1197
1366	1198
1367	1199
1368	1200
##bravo_command	1,24	1,5	p5_straight
##bravo_command	1,14	2,20	p5_straight
##bravo_command	2,2	1,8	p5_straight
##bravo_command	2,17	1,23	p5_straight
##bravo_command	1,13	2,19	p5_straight
##bravo_command	1,15	2,21	p5_straight
##bravo_command	1,1	2,7	p5_straight
##bravo_command	2,12	1,18	p5_straight
##bravo_command	2,8	1,14	p5_straight
##bravo_command	1,23	2,6	p5_straight
##bravo_command	1,2	2,8	p5_straight
##bravo_command	2,20	2,1	p5_straight
