#p7	p5
1321	1137
1322	1138
1323	1139
1324	1140
1325	1141
1326	1142
1327	1143
1328	1144
1137	1337
1138	1338
1139	1339
1140	1340
1141	1341
1142	1342
1143	1343
1144	1344
1153	1353
1154	1354
1155	1355
1156	1356
1157	1357
1158	1358
1159	1359
1160	1360
1145	1345
1146	1346
1147	1347
1148	1348
1149	1349
1150	1350
1151	1351
1152	1352
1113	1313
1114	1314
1115	1315
1116	1316
1117	1317
1118	1318
1119	1319
1120	1320
1177	1377
1178	1378
1179	1379
1180	1380
1181	1381
1182	1382
1183	1383
1184	1384
1009	1209
1010	1210
1011	1211
1012	1212
1013	1213
1014	1214
1015	1215
1016	1216
1105	1305
1106	1306
1107	1307
1108	1308
1109	1309
1110	1310
1111	1311
1112	1312
1265	1081
1266	1082
1267	1083
1268	1084
1269	1085
1270	1086
1271	1087
1272	1088
1041	1241
1042	1242
1043	1243
1044	1244
1045	1245
1046	1246
1047	1247
1048	1248
1057	1257
1058	1258
1059	1259
1060	1260
1061	1261
1062	1262
1063	1263
1064	1264
1169	1369
1170	1370
1171	1371
1172	1372
1173	1373
1174	1374
1175	1375
1176	1376
##bravo_command	2,10	1,12	p5_straight
##bravo_command	1,12	2,14	p5_straight
##bravo_command	1,16	2,18	p5_straight
##bravo_command	1,14	2,16	p5_straight
##bravo_command	1,6	2,8	p5_straight
##bravo_command	1,22	2,24	p5_straight
##bravo_command	1,3	2,5	p5_straight
##bravo_command	1,4	2,6	p5_straight
##bravo_command	2,19	1,21	p5_straight
##bravo_command	1,11	2,13	p5_straight
##bravo_command	1,15	2,17	p5_straight
##bravo_command	1,20	2,22	p5_straight
