#p7	p5
1337	1369
1338	1370
1339	1371
1340	1372
1341	1373
1342	1374
1343	1375
1344	1376
1081	1113
1082	1114
1083	1115
1084	1116
1085	1117
1086	1118
1087	1119
1088	1120
1017	1049
1018	1050
1019	1051
1020	1052
1021	1053
1022	1054
1023	1055
1024	1056
1041	1073
1042	1074
1043	1075
1044	1076
1045	1077
1046	1078
1047	1079
1048	1080
1065	1097
1066	1098
1067	1099
1068	1100
1069	1101
1070	1102
1071	1103
1072	1104
1369	1017
1370	1018
1371	1019
1372	1020
1373	1021
1374	1022
1375	1023
1376	1024
1033	1065
1034	1066
1035	1067
1036	1068
1037	1069
1038	1070
1039	1071
1040	1072
1001	1033
1002	1034
1003	1035
1004	1036
1005	1037
1006	1038
1007	1039
1008	1040
1305	1337
1306	1338
1307	1339
1308	1340
1309	1341
1310	1342
1311	1343
1312	1344
1233	1265
1234	1266
1235	1267
1236	1268
1237	1269
1238	1270
1239	1271
1240	1272
1121	1153
1122	1154
1123	1155
1124	1156
1125	1157
1126	1158
1127	1159
1128	1160
1273	1305
1274	1306
1275	1307
1276	1308
1277	1309
1278	1310
1279	1311
1280	1312
##bravo_command	2,14	2,22	p5_straight
##bravo_command	1,21	1,6	p5_straight
##bravo_command	1,5	1,13	p5_straight
##bravo_command	1,11	1,19	p5_straight
##bravo_command	1,17	1,2	p5_straight
##bravo_command	2,22	1,5	p5_straight
##bravo_command	1,9	1,17	p5_straight
##bravo_command	1,1	1,9	p5_straight
##bravo_command	2,6	2,14	p5_straight
##bravo_command	2,11	2,19	p5_straight
##bravo_command	1,8	1,16	p5_straight
##bravo_command	2,21	2,6	p5_straight
