#p7	p5
1169	1153
1170	1154
1171	1155
1172	1156
1173	1157
1174	1158
1175	1159
1176	1160
1265	1249
1266	1250
1267	1251
1268	1252
1269	1253
1270	1254
1271	1255
1272	1256
1129	1113
1130	1114
1131	1115
1132	1116
1133	1117
1134	1118
1135	1119
1136	1120
1281	1265
1282	1266
1283	1267
1284	1268
1285	1269
1286	1270
1287	1271
1288	1272
1185	1169
1186	1170
1187	1171
1188	1172
1189	1173
1190	1174
1191	1175
1192	1176
1097	1081
1098	1082
1099	1083
1100	1084
1101	1085
1102	1086
1103	1087
1104	1088
1025	1009
1026	1010
1027	1011
1028	1012
1029	1013
1030	1014
1031	1015
1032	1016
1321	1305
1322	1306
1323	1307
1324	1308
1325	1309
1326	1310
1327	1311
1328	1312
1209	1193
1210	1194
1211	1195
1212	1196
1213	1197
1214	1198
1215	1199
1216	1200
1361	1345
1362	1346
1363	1347
1364	1348
1365	1349
1366	1350
1367	1351
1368	1352
1081	1065
1082	1066
1083	1067
1084	1068
1085	1069
1086	1070
1087	1071
1088	1072
1073	1057
1074	1058
1075	1059
1076	1060
1077	1061
1078	1062
1079	1063
1080	1064
##bravo_command	1,20	1,16	p5_straight
##bravo_command	2,19	2,15	p5_straight
##bravo_command	1,10	1,6	p5_straight
##bravo_command	2,23	2,19	p5_straight
##bravo_command	1,24	1,20	p5_straight
##bravo_command	1,2	1,21	p5_straight
##bravo_command	1,7	1,3	p5_straight
##bravo_command	2,10	2,6	p5_straight
##bravo_command	2,5	2,1	p5_straight
##bravo_command	2,20	2,16	p5_straight
##bravo_command	1,21	1,17	p5_straight
##bravo_command	1,19	1,15	p5_straight
