#p7	p5
1265	1377
1266	1378
1267	1379
1268	1380
1269	1381
1270	1382
1271	1383
1272	1384
1185	1297
1186	1298
1187	1299
1188	1300
1189	1301
1190	1302
1191	1303
1192	1304
1017	1129
1018	1130
1019	1131
1020	1132
1021	1133
1022	1134
1023	1135
1024	1136
1065	1177
1066	1178
1067	1179
1068	1180
1069	1181
1070	1182
1071	1183
1072	1184
1281	1009
1282	1010
1283	1011
1284	1012
1285	1013
1286	1014
1287	1015
1288	1016
1081	1193
1082	1194
1083	1195
1084	1196
1085	1197
1086	1198
1087	1199
1088	1200
1369	1097
1370	1098
1371	1099
1372	1100
1373	1101
1374	1102
1375	1103
1376	1104
1105	1217
1106	1218
1107	1219
1108	1220
1109	1221
1110	1222
1111	1223
1112	1224
1169	1281
1170	1282
1171	1283
1172	1284
1173	1285
1174	1286
1175	1287
1176	1288
1193	1305
1194	1306
1195	1307
1196	1308
1197	1309
1198	1310
1199	1311
1200	1312
1001	1113
1002	1114
1003	1115
1004	1116
1005	1117
1006	1118
1007	1119
1008	1120
1025	1137
1026	1138
1027	1139
1028	1140
1029	1141
1030	1142
1031	1143
1032	1144
##bravo_command	2,19	2,24	p5_straight
##bravo_command	1,24	2,4	p5_straight
##bravo_command	1,5	1,10	p5_straight
##bravo_command	1,17	1,22	p5_straight
##bravo_command	2,23	1,3	p5_straight
##bravo_command	1,21	2,1	p5_straight
##bravo_command	2,22	1,2	p5_straight
##bravo_command	1,4	2,7	p5_straight
##bravo_command	1,20	2,23	p5_straight
##bravo_command	2,1	2,6	p5_straight
##bravo_command	1,1	1,6	p5_straight
##bravo_command	1,7	1,12	p5_straight
