#p7	p5
1161	1097
1162	1098
1163	1099
1164	1100
1165	1101
1166	1102
1167	1103
1168	1104
1129	1065
1130	1066
1131	1067
1132	1068
1133	1069
1134	1070
1135	1071
1136	1072
1257	1193
1258	1194
1259	1195
1260	1196
1261	1197
1262	1198
1263	1199
1264	1200
1065	1001
1066	1002
1067	1003
1068	1004
1069	1005
1070	1006
1071	1007
1072	1008
1089	1025
1090	1026
1091	1027
1092	1028
1093	1029
1094	1030
1095	1031
1096	1032
1217	1153
1218	1154
1219	1155
1220	1156
1221	1157
1222	1158
1223	1159
1224	1160
1265	1201
1266	1202
1267	1203
1268	1204
1269	1205
1270	1206
1271	1207
1272	1208
1361	1297
1362	1298
1363	1299
1364	1300
1365	1301
1366	1302
1367	1303
1368	1304
1369	1305
1370	1306
1371	1307
1372	1308
1373	1309
1374	1310
1375	1311
1376	1312
1033	1353
1034	1354
1035	1355
1036	1356
1037	1357
1038	1358
1039	1359
1040	1360
1305	1241
1306	1242
1307	1243
1308	1244
1309	1245
1310	1246
1311	1247
1312	1248
1153	1089
1154	1090
1155	1091
1156	1092
1157	1093
1158	1094
1159	1095
1160	1096
##bravo_command	1,18	1,2	p5_straight
##bravo_command	1,10	1,17	p5_straight
##bravo_command	2,17	2,1	p5_straight
##bravo_command	1,17	1,1	p5_straight
##bravo_command	1,23	1,7	p5_straight
##bravo_command	2,7	1,16	p5_straight
##bravo_command	2,19	2,3	p5_straight
##bravo_command	2,20	2,4	p5_straight
##bravo_command	2,22	2,6	p5_straight
##bravo_command	1,9	2,18	p5_straight
##bravo_command	2,6	2,13	p5_straight
##bravo_command	1,16	1,23	p5_straight
