#p7	p5
1169	1097
1170	1098
1171	1099
1172	1100
1173	1101
1174	1102
1175	1103
1176	1104
1241	1169
1242	1170
1243	1171
1244	1172
1245	1173
1246	1174
1247	1175
1248	1176
1097	1025
1098	1026
1099	1027
1100	1028
1101	1029
1102	1030
1103	1031
1104	1032
1217	1145
1218	1146
1219	1147
1220	1148
1221	1149
1222	1150
1223	1151
1224	1152
1313	1241
1314	1242
1315	1243
1316	1244
1317	1245
1318	1246
1319	1247
1320	1248
1233	1161
1234	1162
1235	1163
1236	1164
1237	1165
1238	1166
1239	1167
1240	1168
1297	1225
1298	1226
1299	1227
1300	1228
1301	1229
1302	1230
1303	1231
1304	1232
1265	1193
1266	1194
1267	1195
1268	1196
1269	1197
1270	1198
1271	1199
1272	1200
1153	1081
1154	1082
1155	1083
1156	1084
1157	1085
1158	1086
1159	1087
1160	1088
1161	1089
1162	1090
1163	1091
1164	1092
1165	1093
1166	1094
1167	1095
1168	1096
1041	1353
1042	1354
1043	1355
1044	1356
1045	1357
1046	1358
1047	1359
1048	1360
1369	1297
1370	1298
1371	1299
1372	1300
1373	1301
1374	1302
1375	1303
1376	1304
##bravo_command	1,20	1,2	p5_straight
##bravo_command	2,13	1,20	p5_straight
##bravo_command	1,2	1,7	p5_straight
##bravo_command	2,7	1,14	p5_straight
##bravo_command	2,8	2,13	p5_straight
##bravo_command	2,11	1,18	p5_straight
##bravo_command	2,4	2,9	p5_straight
##bravo_command	2,19	2,1	p5_straight
##bravo_command	1,16	1,21	p5_straight
##bravo_command	1,18	1,23	p5_straight
##bravo_command	1,11	2,18	p5_straight
##bravo_command	2,22	2,4	p5_straight
